,LSOA21CD,IMD_decile,Percent no qualifications 16 and over,Percent bad and very band health,Population density per km,Percent lone family household
9574,E01010093,2,31.14624506,8.286951144,1447.4,2.861685215
9575,E01010094,2,30.21472393,5.250596659,663.4,4.570184984
9576,E01010095,2,32.26229508,5.778414518,1308.6,5.347593583
9577,E01010096,2,37.29481287,10.43956044,482.3,5.520504732
9578,E01010097,3,34.21375921,8.403361345,715.5,7.108239095
9579,E01010098,2,34.16557162,9.872611465,1082,2.809917355
9580,E01010099,3,27.10084034,5.985722131,1431.8,3.862068966
9581,E01010100,4,30.83700441,5.856299213,372.1,3.238341969
9582,E01010101,2,35.24590164,7.823129252,337.7,4.588607595
9583,E01010102,2,37.63513514,6.797663303,4188,3.012048193
9584,E01010103,2,31.11747851,7.430617726,1214.5,3.576982893
9585,E01010104,3,31.2623926,10.19362187,293.8,3.986710963
9586,E01010105,4,23.67438387,6.110102843,259.8,2.606310014
9587,E01010106,1,30.85177733,5.639686684,2050.7,4.319371728
9588,E01010107,1,33.1381733,7.956104252,389.9,3.475935829
9589,E01010108,9,9.030100334,2.538071066,3198.5,3.875968992
9590,E01010109,5,19.44035346,3.185096154,1456.4,7.608695652
9591,E01010110,6,20.97596504,4.642409034,2633.4,6.725146199
9592,E01010111,1,27.52293578,8.845888044,2443.2,3.560830861
9593,E01010112,4,22.28346457,6.709265176,3902,6.686930091
9594,E01010113,3,27.73722628,7.98816568,2403.5,2.992125984
9595,E01010114,6,21.00572884,4.334038055,1755.5,4.804804805
9596,E01010115,6,18.49845201,4.311454311,498.8,4.80620155
9597,E01010116,10,12.41319444,3.058994902,1720.7,4.860267315
9598,E01010117,8,18.33881579,4.261168385,1299.4,3.215434084
9599,E01010118,5,25.28846154,5.93569662,5567.6,5.401234568
9600,E01010119,8,22.91666667,3.443794672,427.9,5.988023952
9601,E01010120,3,31.51340996,8.133971292,907.6,3.142857143
9602,E01010121,7,20.91402014,4.223521767,1583.8,4.152249135
9603,E01010122,8,21.79591837,3.997194951,3826,5.696202532
9604,E01010123,6,23.47017816,4.749340369,2860.7,2.445652174
9605,E01010124,8,21.5503876,3.949967084,2482.7,3.691813804
9606,E01010125,1,29.82578397,9.081253319,846,3.588907015
9607,E01010126,1,31.03130755,7.903780069,4125.6,4.465709729
9608,E01010127,2,26.02836879,6.266882766,3645.4,3.328509407
9609,E01010128,1,32.03389831,8.093645485,3629.6,2.496099844
9610,E01010129,1,31.45098039,8.373786408,5118.6,2.866779089
9611,E01010130,1,28.00284293,12.80388979,967.8,3.193033382
9612,E01010131,1,30.81597222,10.88709677,3599.3,2.687411598
9613,E01010132,6,19.07467532,5.116580311,4224.5,3.010471204
9614,E01010133,6,20.35587189,4.703115814,5757.3,3.400309119
9615,E01010134,8,16.05465414,4.400812458,4745.3,3.730017762
9616,E01010135,6,17.49611198,5.44977019,3771.4,1.658374793
9617,E01010136,9,13.78977821,3.06122449,4756.4,2.5
9618,E01010137,3,27.39130435,10.48798252,3046.8,2.857142857
9619,E01010138,8,15.37793223,4.270462633,5690.4,3.072625698
9620,E01010139,3,30.3652968,7.366482505,1556.5,4.644808743
9621,E01010140,1,30.95450491,10.32125769,5166.8,5.901639344
9622,E01010141,1,29.23686819,8.778625954,3697.6,5.22875817
9623,E01010142,1,30.06475486,8.920187793,6700.1,4.730831974
9624,E01010143,1,27.64158918,7.955251709,935.7,3.360215054
9625,E01010144,3,27.67988253,7.291666667,2883.6,2.883156297
9626,E01010145,4,23.73393802,5.190930788,4990.5,1.771117166
9627,E01010146,2,27.5339186,6.690349319,3590,1.928640309
9628,E01010147,1,26.46536412,6.933166771,6370.3,4.715447154
9629,E01010148,1,28.20705176,8.134490239,2564.8,3.488372093
9630,E01010149,4,24.80680062,6.36777128,5092.3,9.32038835
9631,E01010150,10,9.765625,3.201506591,6021.1,5.365126677
9632,E01010151,8,14.8255814,5.317848411,5982.3,5.094614265
9633,E01010152,10,7.149666349,2.314814815,6549.6,4.906204906
9634,E01010153,10,10.88011088,2.974186308,9005.7,5.586592179
9635,E01010154,10,12.04301075,4.822182037,1682.6,4.258443465
9636,E01010155,10,9.171800137,3.726027397,4827.7,4.588394062
9637,E01010156,10,10.56782334,2.806788512,1110.9,6.52866242
9638,E01010157,7,15.95092025,3.688239388,5467.3,3.215434084
9639,E01010158,2,25.59280458,9.441233141,4148.3,2.788461538
9640,E01010159,5,19.36589546,5.089408528,11500,3.220611916
9641,E01010160,5,19.46254072,4.502688172,2076.5,2.554027505
9642,E01010161,8,16.10633307,4.577240941,4223.4,3.783783784
9643,E01010162,7,19.22160445,5.666452028,3177.1,4.179566563
9644,E01010163,7,18.68399675,4.013157895,4546.4,5.593451569
9645,E01010164,7,15.77854671,4.314868805,4686.6,5.063291139
9646,E01010165,5,21.43817204,6.810631229,5141.9,4.373757455
9647,E01010166,9,13.18607764,3.723404255,4511.3,3.058103976
9648,E01010167,6,14.96746204,4.04589372,2110.9,1.951219512
9649,E01010168,9,12.58969341,3.652462645,1690.6,3.862660944
9650,E01010169,10,10.32490975,2.267303103,3365.4,2.795031056
9651,E01010170,10,8.196721311,2.361673414,9398.8,3.313609467
9652,E01010171,9,14.13793103,7.112676056,5729.1,6.857142857
9653,E01010172,10,10.22638564,2.982233503,12141.9,3.338391502
9654,E01010173,10,9.207161125,1.963534362,7633.4,3.879849812
9655,E01010174,7,16.73976608,4.267931239,3489.9,4.327666151
9656,E01010175,10,11.33879781,4.481955763,3532.3,6.12244898
9657,E01010176,10,11.12068966,4.765291607,3387.7,4.26742532
9658,E01010177,6,19.47463768,6.935123043,6257.4,7.928802589
9659,E01010178,3,25.25804493,9.722222222,3571.3,3.697996918
9660,E01010179,8,18.2811362,4.828462516,1730.5,5.288461538
9661,E01010180,8,13.70091896,4.061251664,4794.1,3.359858532
9662,E01010181,9,8.958724203,2.513464991,6617.8,5.656934307
9663,E01010183,7,11.94805195,2.324352879,7992,4.189044039
9664,E01010184,6,15.62998405,5.416920268,7248.9,4.490291262
9665,E01010185,10,8.750994431,3.088803089,10062.1,1.942857143
9666,E01010186,10,10.7505071,2.90478752,2401.8,1.265822785
9667,E01010187,10,6.6439523,1.752021563,7351.1,2.043269231
9668,E01010188,10,8.11965812,2.92226768,4201,4.575163399
9669,E01010189,10,10.61410159,3.007980356,547.6,4.29389313
9670,E01010190,10,8.478425435,2.176616915,4695.6,6.206896552
9671,E01010191,10,9.705698184,3.099173554,2707.8,6.329113924
9672,E01010192,9,11.16917048,5.280711506,4868.3,4.248366013
9673,E01010193,10,8.428030303,1.364365971,3690.4,3.13014827
9674,E01010194,10,9.140201394,1.734104046,2517,3.893637227
9675,E01010195,10,8.985282727,2.380952381,5860.7,3.472222222
9676,E01010196,10,8.835904628,2.279202279,2482.6,2.434456929
9677,E01010197,10,8.248914616,2.133965619,6422.1,3.156917363
9678,E01010198,9,11.51603499,3.493975904,9546.1,3.912363067
9679,E01010199,10,11.79213857,2.95796575,18032.8,3.286384977
9680,E01010200,6,19.77351916,7.872928177,14213.1,6.864564007
9681,E01010201,9,15.13249651,3.793103448,13671.5,3.950953678
9682,E01010202,10,9.478672986,2.267002519,3062.3,6.097560976
9683,E01010203,8,14.47272727,3.780068729,4096.8,5.253940455
9684,E01010204,2,20.40256176,7.383040936,2187.9,3.4375
9685,E01010205,10,11.77432543,2.493261456,4428.5,3.191489362
9686,E01010206,10,12.75510204,3.274985884,8527.4,4.393673111
9687,E01010207,10,13.81306865,4.933981932,10969.8,4.293628809
9688,E01010208,9,15.22762951,5.142857143,8820.7,6.976744186
9689,E01010209,7,17.5464684,3.988439306,9083.4,4.668304668
9690,E01010210,10,14.0257771,3.008502289,2419.1,3.714710253
9691,E01010211,4,25.04,9.520500347,3640,4.432624113
9692,E01010212,10,9.69581749,3.092783505,2492.1,3.196347032
9693,E01010213,4,22.97577855,7.891770011,3251.9,3.466204506
9694,E01010214,10,12.70661157,2.417962003,3879.1,3.298350825
9695,E01010215,10,11.1981206,3.711066932,3300.2,3.413940256
9696,E01010216,10,11.65129925,2.686366689,5054.8,3.25203252
9697,E01010217,10,14.02679275,2.985074627,11615.8,5.952380952
9698,E01010218,3,26.19692864,8.426547353,17472.3,4.402515723
9699,E01010219,7,18.46153846,4.591836735,9003.8,6.394557823
9700,E01010220,9,15.5317521,2.935889754,8256.4,5.350553506
9701,E01010221,7,17.13221601,3.633648581,5400.8,2.653631285
9702,E01010222,7,19.41580756,4.545454545,2469.3,5.775075988
9703,E01010223,6,19.62025316,4.88,3001.9,2.728731942
9704,E01010225,9,13.79018613,2.435813035,1725.4,2.806499261
9705,E01010226,9,21.04234528,7.068965517,3183.1,4.107648725
9706,E01010227,10,14.08717625,4.188759279,3730.6,3.986135182
9707,E01010228,7,18.17490494,4.587724737,3935.3,4.465709729
9708,E01010229,10,10.91192518,3.316645807,2754.6,4.074702886
9709,E01010230,6,15.81491713,4.166666667,5248.2,4.137931034
9710,E01010231,10,10.98981077,2.932375823,11587,6.705539359
9711,E01010232,5,17.09006928,4.595086442,5020.4,5.671641791
9712,E01010233,6,15.97359736,6.484817293,6016.5,6.011730205
9713,E01010234,1,28.69166029,7.802988379,5847.1,6.559263521
9714,E01010235,1,28.99353647,7.442489851,1439.5,3.697478992
9715,E01010236,1,26.86145146,7.811400422,5118.1,3.693570451
9716,E01010237,3,30.04663558,7.419354839,1918.6,3.172413793
9717,E01010238,1,28.79078695,7.907979871,1400.3,2.926208651
9718,E01010239,2,29.78030919,8.370895042,806.7,3.253182461
9719,E01010240,1,26.89320388,7.564841499,8638.5,4.245283019
9720,E01010241,8,19.9127907,6.372968349,6004.5,5.413105413
9721,E01010242,3,27.76096823,9.7799511,7867.5,6.689536878
9722,E01010243,8,20.234375,6.993947545,4284.6,4.533678756
9723,E01010244,2,24.57551385,7.54975978,5043.1,4.730831974
9724,E01010245,9,19.37406855,3.894472362,4814.2,4.854368932
9725,E01010246,8,18.07692308,4.837683004,2945.4,5.870445344
9726,E01010247,7,18.66566717,5.383153895,6052.7,5.124223602
9727,E01010248,10,14.32858215,4.361370717,5650.1,5.76652602
9728,E01010249,3,23.63765039,6.367254122,2444.9,6.412478336
9729,E01010250,4,27.49349523,6.504646176,5056.7,7.335907336
9730,E01010251,9,15.256917,3.696498054,8666.4,6.19047619
9731,E01010252,4,24.16488984,7.090602138,3613.3,5.102040816
9732,E01010253,3,27.55203171,7.242798354,6685.2,6.940063091
9733,E01010254,3,29.32330827,7.220708447,2725.7,5.889724311
9734,E01010255,9,20.23608769,5.956813105,6416.1,4.551920341
9735,E01010256,6,23.92638037,6.117021277,6380,5.413533835
9736,E01010257,9,18.51464435,4.006968641,2951.8,6.045751634
9737,E01010258,2,31.27925117,9.457831325,2492.7,5.72755418
9738,E01010259,4,31.29829985,6.469849246,5741.8,5.594405594
9739,E01010260,2,28.62371889,7.478632479,4920.8,3.755868545
9740,E01010261,2,27.06883217,7.474639616,1104.4,10.75949367
9741,E01010262,3,27.57111597,6.737193764,3008.5,12.36263736
9742,E01010263,1,33.46613546,5.820433437,8634.2,9.812409812
9743,E01010264,2,29.02391726,7.199211045,8066.4,3.72250423
9744,E01010265,1,28.64044168,7.279881948,730.5,6.595092025
9745,E01010266,2,32.7638191,8.048595292,5531.7,3.947368421
9746,E01010267,5,26.18510158,6.332288401,2874.2,4.097116844
9747,E01010268,1,32.96960249,6.566499722,4446.4,3.139013453
9748,E01010269,1,35.44303797,5.749235474,5203.3,2.698863636
9749,E01010270,2,32.4925816,7.057484348,4805.7,5.761316872
9750,E01010271,1,34.14313854,8.991954567,1601.5,2.300884956
9751,E01010272,1,30.57491289,8.996763754,4132,2.079722704
9752,E01010273,1,36.08888889,10.09966777,3986.6,3.676470588
9753,E01010274,1,33.24514991,9.050632911,3027.8,4.472049689
9754,E01010275,1,32.20946915,9.360126917,2307.7,6.135986733
9755,E01010277,2,30.69734004,7.082152975,3562.6,3.163017032
9756,E01010279,2,27.43125419,6.987115956,594.4,5.188679245
9757,E01010282,1,28.97102897,7.561156412,2016.4,4.661654135
9758,E01010283,1,33.08605341,7.116883117,3201.7,4.347826087
9759,E01010284,2,26.70237184,8.511904762,2594.8,6.656346749
9760,E01010285,5,22.62820513,6.253369272,1286,4.329608939
9761,E01010286,1,35.71428571,9.797917942,1110.3,5.212355212
9762,E01010287,2,35.13513514,9.053738318,6877.5,5.422993492
9763,E01010288,1,33.83757962,9.234507898,4965.5,4.927211646
9764,E01010289,1,37.74403471,9.100204499,6823.8,5.470459519
9765,E01010290,2,28.83617494,7.622504537,4125,8.620689655
9766,E01010291,1,31.23236124,7.848443843,5692.4,8.099688474
9767,E01010292,1,31.06435644,8.568496665,2157.1,4.298356511
9768,E01010293,2,33.01540719,10.76740036,3831,5.326231691
9769,E01010294,1,31.47033534,9.120951751,6173.8,5.691056911
9770,E01010295,1,33.64485981,10.41529334,3866.5,5.625
9771,E01010296,9,17.54244139,3.298969072,1500.5,7.164790174
9772,E01010297,10,16.98584513,2.694610778,6446.3,4.855842185
9773,E01010298,3,29.23387097,6.885245902,5141.1,6.563245823
9774,E01010299,2,30.04291845,6.573957016,9354.7,4.484304933
9775,E01010300,1,33.4767642,10.28101439,1929.8,6.186868687
9776,E01010301,2,29.02097902,10.36627505,8206,4.797979798
9777,E01010302,2,33.05578684,8.127438231,5652,6.980802792
9778,E01010303,4,26.35658915,7.183364839,4232.8,7.02811245
9779,E01010304,5,24.01433692,5.931198102,5271.7,6.941838649
9780,E01010305,2,31.83520599,6.498194946,13280.8,6.158357771
9781,E01010306,5,19.94413408,4.120513957,5674.7,6.167400881
9782,E01010307,8,15.94613749,3.697284806,15877.9,8.908685969
9783,E01010308,1,31.74603175,11.17256637,2729.6,7.415254237
9784,E01010309,2,27.4718398,6.669671023,16687.4,4.752066116
9785,E01010310,3,27.17791411,5.811808118,11067.6,5.494505495
9786,E01010311,2,25.97468354,5.805986296,7022.4,7.414104882
9787,E01010312,2,27.83195799,7.413600892,21965.6,8.798646362
9788,E01010313,2,33.07017544,7.531106745,9264.6,4.987531172
9789,E01010314,1,34.94539782,9.598080384,6883.1,6.41025641
9790,E01010315,3,23.86284115,5.837173579,19786.2,6.712564544
9791,E01010316,1,35.76104746,9.042865531,6100.3,4.328358209
9792,E01010317,10,15.06751955,4.353233831,5123.6,4.523227384
9793,E01010318,1,27.19633308,8.733087331,5944.1,4.552845528
9794,E01010319,9,16.57509158,4.548900682,5667,6.960227273
9795,E01010320,2,29.6947271,9.192825112,3542.5,6.907894737
9796,E01010321,3,31.02073365,7.55777639,1280.3,2.710843373
9797,E01010322,4,23.16034082,5.654761905,6242.7,0.818330606
9798,E01010323,4,29.09836066,7.889413351,17195.9,8.637236084
9799,E01010324,4,19.59766385,5.601233299,12606.1,5.522682446
9800,E01010325,4,17.42182514,6.496881497,7029.9,6.958250497
9801,E01010326,6,21.81952663,4.701627486,19628.1,8.362989324
9802,E01010327,2,32.18020917,5.847607797,27404.4,5.914972274
9803,E01010328,9,18.85441527,4.262295082,3786.6,10.906298
9804,E01010329,8,17.95241528,4.126794258,9561.6,5.803571429
9805,E01010330,3,20.74380165,5.409060176,10546.5,6.953642384
9806,E01010331,10,15.43431443,4.353083434,7842.6,6.61345496
9807,E01010332,8,16.48079306,3.694458313,8592.3,4.710632571
9808,E01010333,8,19.09774436,4.723430702,3423.7,4.992435703
9809,E01010334,10,17.68246802,3.865652725,7394.3,7.173913043
9810,E01010335,1,29.37399679,7.645259939,5535.9,5.759162304
9811,E01010336,2,28.77070619,5.701179554,3054.7,5.437352246
9812,E01010337,4,26.82268227,5.87808418,8948.9,10.01821494
9813,E01010338,2,28.05397727,6.041335453,6880.2,4.884004884
9814,E01010339,5,21.90871369,4.914809961,5480.1,5.333333333
9815,E01010340,1,32.67716535,8.385624643,5593,4.638218924
9816,E01010341,1,32.28663446,5.637982196,6157.5,6.614785992
9817,E01010342,1,34.08360129,5.57661072,5069.8,4.308797127
9818,E01010343,1,32.24669604,6.1875,9034.8,4.21686747
9819,E01010344,1,29.52308857,7.663248786,13817.8,3.911342894
9820,E01010345,7,25.05263158,6.506238859,15445.2,4.325437693
9821,E01010346,9,17.59776536,4.278922345,8986.9,3.253796095
9822,E01010347,2,28.3657917,8.81953867,11231.5,4.884004884
9823,E01010348,5,24.50819672,5.976095618,26727.1,5
9824,E01010349,3,32.53588517,10.18444266,15191.9,5.893536122
9825,E01010350,6,21.11111111,5.378627035,21320.9,4.559748428
9826,E01010351,6,24.08049965,6.60104227,21907.1,3.612479475
9827,E01010352,9,23.48265896,6.728971963,37838.8,5.316973415
9828,E01010353,4,24.92283951,7.506527415,7410.8,5.868544601
9829,E01010354,4,22.79586974,7.20311486,26172.7,5.701754386
9830,E01010355,7,24.47434819,5.586592179,31771.7,6.535947712
9831,E01010356,8,22.13247173,4.989885367,4621.6,5.572289157
9832,E01010357,9,16.52221018,3.616013775,18397.3,7.826086957
9833,E01010358,6,25.42787286,5.139882889,12067.6,5.761316872
9834,E01010359,6,21.37030995,5.581089954,19045,5.22696011
9835,E01010360,7,23.19201995,4.582763338,6560.5,5.946791862
9836,E01010361,3,28.90499195,6,7961.6,8.090614887
9837,E01010362,1,31.08695652,7.249466951,7482.8,7.055630936
9838,E01010363,2,27.06621556,7.961666052,7628.5,3.770949721
9839,E01010364,1,33.76068376,6.720597386,4399.5,7.530120482
9840,E01010365,1,28.3642224,6.355685131,1823.2,4.819277108
9841,E01010366,1,30.68619892,7.291666667,1407.8,3.001876173
9842,E01010367,2,32.8358209,7.322175732,5289.8,3.470031546
9843,E01010368,1,32.80394304,10.06375228,5889.5,3.289473684
9844,E01010369,1,23.83275261,8.840413318,1531.6,4.23572744
9845,E01010370,1,29.13486005,6.172248804,5659.9,4.353741497
9846,E01010372,2,28.87490165,7.160342717,6873,12.11009174
9847,E01010373,7,13.29032258,3.227513228,8048.7,6.114398422
9848,E01010374,2,28.71847658,5.686853767,5321.6,5.133079848
9849,E01010375,1,31.47362038,5.591677503,6311.6,6.791569087
9850,E01010376,6,26.00561272,3.915171289,15933.4,5.15970516
9851,E01010377,5,24.61645746,5.521811154,11211.3,6.117647059
9852,E01010378,6,26.81678608,5.607476636,21975.6,4.826254826
9853,E01010379,7,29.21550947,6.304176517,19839.1,4.966139955
9854,E01010380,6,29.89608313,7.29312763,25056.2,7.992202729
9855,E01010381,2,29.90430622,6.568877551,16704.6,4.451038576
9856,E01010382,3,28.82447665,7.133333333,27827.9,4.940374787
9857,E01010383,2,31.22619954,9.231685527,18368.8,2.893309222
9858,E01010384,10,14.59600348,3.087719298,15289.3,4.613297151
9859,E01010385,10,11.03286385,2.836411609,12951.3,2.643171806
9860,E01010386,10,20.4494382,3.62273579,15605.7,1.766004415
9861,E01010387,10,18.67219917,3.535010197,12921.7,2.210663199
9862,E01010388,10,16.24072547,4.751921733,6909.8,2.255639098
9863,E01010389,8,15.22435897,3.929539295,9985.1,3.036053131
9864,E01010390,10,17.11580481,4.073199528,11355.6,2.569593148
9865,E01010391,10,17.36842105,3.8647343,7290.3,2.961275626
9866,E01010392,9,15.53473849,4.06824147,4227.5,5.507745267
9867,E01010393,6,27.80968007,6.811989101,3326.8,5.970149254
9868,E01010394,6,26.54205607,4.302670623,1452.5,4.488078541
9869,E01010395,8,20.17699115,3.626943005,5601.9,8.108108108
9870,E01010396,4,28.12971342,6.488095238,2597,5.2734375
9871,E01010397,2,27.79503106,7.407407407,1841.4,9.760589319
9872,E01010398,10,21.53729072,4.82398957,5510,5.540166205
9873,E01010399,5,21.90319934,4.730617608,3271.4,6.835066865
9874,E01010400,1,31.03448276,8.34914611,6663.5,7.164179104
9875,E01010401,2,31.33971292,6.979617048,7953.4,4.236006051
9876,E01010402,4,23.16384181,5.657142857,6589.1,2.479338843
9877,E01010403,2,27.29166667,6.195596518,8202.8,4.356060606
9878,E01010404,2,27.57961783,7.646768624,17360.7,4.678362573
9879,E01010405,3,27.07482993,5.49809472,7732.8,4.310344828
9880,E01010406,2,28.51885925,6.380753138,22644.9,5.467372134
9881,E01010407,3,31.09128346,6.709265176,8590.9,5.050505051
9882,E01010408,2,28.55072464,5.732122588,4699.7,7.175572519
9883,E01010409,2,30.77557756,6.907682376,5310.2,7.859531773
9884,E01010410,2,27.91327913,6.291118421,5703.8,5.974025974
9885,E01010411,3,25.99517491,5.648148148,5864.4,8.58778626
9886,E01010412,2,28.97657213,6.442577031,7825.2,5.192629816
9887,E01010413,1,36.08794541,9.459459459,4207,6.6439523
9888,E01010414,1,32.83667622,8.49525531,2938.2,6.024096386
9889,E01010415,2,30.3030303,6.325632563,11876.2,2.785145889
9890,E01010416,1,38.18681319,9.398099261,8198.5,1.339285714
9891,E01010417,2,29.47530864,8.445532436,5804.9,3.556771546
9892,E01010418,7,26.44956315,3.957075788,7526.4,2.429667519
9893,E01010419,3,28.76712329,7.171314741,11386.5,4.109589041
9894,E01010420,2,31.52804642,6.263817244,1081.8,1.481481481
9895,E01010421,1,31.66118421,8.734939759,15429.8,2.200825309
9896,E01010422,3,28.05893658,7.651150348,5139.1,2.857142857
9897,E01010423,1,38.02704853,9.271935283,6395.8,2.023121387
9898,E01010424,5,31.41945774,5.651894669,5001.5,1.529902643
9899,E01010425,3,35.05253104,7.936507937,7395.4,3.926096998
9900,E01010426,3,27.44630072,5.797101449,6776.6,4.421326398
9901,E01010427,3,33.13333333,10.58114035,3249.1,3.825136612
9902,E01010428,1,35.77371048,6.086956522,3783.9,5.011389522
9903,E01010429,2,31.11753372,7.352941176,3363.4,2.115384615
9904,E01010430,2,30.68340307,5.971769815,4504.8,3.044871795
9905,E01010431,6,25.95182595,5.526992288,2640.2,2.635658915
9906,E01010432,5,26.19607843,4.849279161,3736.6,3.361344538
9907,E01010433,2,34.65250965,6.395348837,3859.9,2.517985612
9908,E01010434,3,27.21474132,7.809847199,4798.8,4.08496732
9909,E01010436,8,21.82572614,4.46615492,1376.2,3.846153846
9910,E01010437,9,20.60301508,3.382480486,5106.2,3.994490358
9911,E01010438,5,25.55555556,5.748757984,3048.1,4.465709729
9912,E01010439,3,29.95305164,8.484408992,1883.3,4
9913,E01010440,2,31.66926677,10.74120603,2461.8,6.427503737
9914,E01010441,2,30.36053131,9.358879882,6864.4,10.03937008
9915,E01010442,2,30.01841621,7.215007215,7068.2,8.877721943
9916,E01010443,1,27.66308836,6.571936057,6085.5,10.38696538
9917,E01010444,3,33.3640553,8.555729984,9022.9,11.59695817
9918,E01010445,1,31.95266272,7.317073171,6752.7,7.792207792
9919,E01010446,2,31.63799551,8.333333333,4984,4.871447903
9920,E01010447,2,29.03225806,8.112407211,7075.7,5.074626866
9921,E01010448,1,30.12677107,11.57024793,8430.6,5.839416058
9922,E01010449,2,29.21108742,5.216693419,5036.7,6.540697674
9923,E01010450,2,27.41935484,7.545760179,4972.4,6.129597198
9924,E01010451,4,24.78421702,5.312346286,3192.6,6
9925,E01010452,2,32.35990529,7.05244123,6505,4.456824513
9926,E01010454,2,31.20300752,7.318501171,8831,5.593220339
9927,E01010455,2,24.74747475,5.711043873,8069,4.790419162
9928,E01010456,1,31.16089613,7.873485868,4513.6,5.5028463
9929,E01010457,4,25.05782575,6.293266205,8538.5,6.666666667
9930,E01010458,2,25.64290963,7.696693273,5940.7,4.323308271
9931,E01010459,4,25.16286645,6.5203357,3622.6,4.708520179
9932,E01010460,5,21.40695915,4.100946372,3218.1,3.703703704
9933,E01010461,8,19.95359629,4.89821883,6585.5,5.263157895
9934,E01010462,1,35.17665131,9.929078014,3914.3,4.52173913
9935,E01010463,1,29.50704225,7.290533188,6382.1,5.537459283
9936,E01010464,1,30.37037037,8.364083641,6710,6.24024961
9937,E01010465,2,28.38050314,5.983412322,7369.5,5.420054201
9938,E01010466,1,31.10132159,5.152079454,1620.4,9.478672986
9939,E01010467,3,21.09489051,5.944272446,7175.8,5.463576159
9940,E01010468,4,18.15235008,6.233595801,12060.8,3.511053316
9941,E01010469,7,17.38768719,4.76519337,4876,4.674220963
9942,E01010470,2,28.77470356,7.030759573,8845.7,2.974358974
9943,E01010471,1,31.99426112,7.495835647,11922.4,6.435643564
9944,E01010472,2,24.57446809,5.358490566,12848.6,0.793650794
9945,E01010473,1,30.48469388,8.62230553,9642.3,1.03626943
9946,E01010474,3,34.37025797,8.077154913,9737.6,1.795142555
9947,E01010475,6,22.4,6.927710843,4565.7,6.967213115
9948,E01010476,1,29.76271186,6.18609407,15115.2,3.194444444
9949,E01010477,2,25.17928287,5.741626794,9213.2,4.884667571
9950,E01010478,1,35.09933775,5.017182131,5668,3.312101911
9951,E01010479,2,27.00490998,5.709023941,8139,4.92040521
9952,E01010480,3,27.08737864,3.937007874,4814,7.246376812
9953,E01010481,1,33.06010929,7.901726428,4479.4,5.604719764
9954,E01010482,2,32.35867446,7.666442502,1329.4,4.402515723
9955,E01010483,1,29.31533269,6.940700809,5505.5,4.090909091
9956,E01010484,1,36.06889564,7.931801334,136.1,1.566820276
9957,E01010485,1,25.42603954,6.523722628,27.3,2.715654952
9958,E01010486,1,27.86885246,7.332939089,57.7,2.317880795
9959,E01010487,8,14.41223833,3.679369251,59.2,3.191489362
9960,E01010488,5,23.24234905,7.523939808,118.5,2.821316614
9961,E01010489,4,23.12,6.475300401,488.3,3.86996904
9962,E01010490,1,27.86312849,8.455114823,76.3,3.364485981
9963,E01010491,4,20.13039935,6.329923274,414.6,1.155115512
9964,E01010492,8,17.4277726,3.28125,3191.7,2.067669173
9965,E01010493,7,13.11343524,3.370058328,2650.9,3.355704698
9966,E01010494,10,14.16139241,2.341772152,1929.9,3.275862069
9967,E01010495,3,23.86363636,7.842014883,2803.6,2.4
9968,E01010496,2,23.11111111,8.94251242,964,2.254901961
9969,E01010497,9,18.0104712,3.773584906,1746.3,3.627760252
9970,E01010498,6,16.79520137,4.644194757,1291.9,2.461538462
9971,E01010499,4,20.80825451,5.506458192,115.2,3.018108652
9972,E01010500,2,26.91943128,5.898491084,78.1,2.661064426
9973,E01010501,3,25.79225352,6.509695291,103.7,1.193633952
9974,E01010502,7,18.53832442,5.133767173,133.9,3.930131004
9975,E01010503,2,23.54651163,8.306709265,55.1,2.597402597
9976,E01010504,8,13.41371515,5.815423515,27.9,3.490401396
9977,E01010505,8,15.44401544,4.03551251,38.7,2.814569536
9978,E01010506,2,20.47005307,5.727155727,47.8,2.123552124
9979,E01010507,8,18.37708831,5.620287868,389.4,2.53411306
9980,E01010508,1,26.04548789,7.745159275,840.5,3.079416532
9981,E01010509,3,22.09492635,6.266318538,1032.4,4.021447721
9982,E01010510,3,17.79141104,6.593406593,5466.6,4
9983,E01010511,1,24.82219061,4.857621441,4747.8,5.210084034
9984,E01010512,3,21.08433735,6.566738044,2731.2,7.928802589
9985,E01010513,7,16.8591224,6.266149871,3451.9,3.533026114
9986,E01010514,9,14.19939577,2.606060606,3549,4.217926186
9987,E01010515,8,14.50892857,3.730445247,1187.9,5.389221557
9988,E01010516,8,14.95327103,4.134548003,3890.4,6.269592476
9989,E01010517,5,18.82352941,5.737704918,3172.9,5.965463108
9990,E01010518,7,16.28760088,5.036855037,4215.9,4.993597951
9991,E01010519,5,20.57926829,7.558139535,2707.9,4.314329738
9992,E01010520,8,15.41818182,4.404761905,6136.6,3.230337079
9993,E01010522,1,27.17306186,5.70450656,3699.6,3.46740638
9994,E01010523,2,23.13988095,5.15942029,10073.3,5.631659056
9995,E01010524,1,27.26574501,6.023424428,5134.7,6.21761658
9996,E01010525,2,25.65249814,4.432432432,7014.3,2.912621359
9997,E01010526,1,33.20860617,4.633982539,2276.2,5.075445816
9998,E01010527,1,33.63764045,7.045215563,5065.1,3.299856528
9999,E01010528,2,18.30887491,4.412678682,3326,8.670520231
10000,E01010529,1,32.86969253,5.380652547,2767.4,4.682779456
