,LSOA21CD,IMD_decile,Percent no qualifications 16 and over,Percent bad and very band health,Population density per km,Percent lone family household
0,E01000001,8,2.36511456,1.966101695,5432.9,5.492227979
1,E01000002,10,1.771956857,2.312138728,1430.7,3.839732888
2,E01000003,8,8.77076412,3.161810291,2913.9,2.868852459
3,E01000005,5,20.49947971,7.181818182,6049.4,4.606525912
4,E01000006,4,20.58618283,3.410936654,4311.9,1.889338731
5,E01000007,2,16.80555556,3.370013755,5522,2.64446621
6,E01000008,2,20.8101668,4.3454039,3458.3,5.680119581
7,E01000009,2,25.0177683,4.986149584,2205.3,4.963680387
8,E01000011,2,25.37878788,4.347826087,4870.7,3.580901857
9,E01000012,2,19.64512041,3.537936914,1414.8,4.352941176
10,E01000013,3,25.39341917,5.932656334,2944.9,5.751173709
11,E01000014,3,25.81377744,4.625928041,1304.4,5.72755418
12,E01000015,3,22.59365994,4.011579818,4494.8,5.670103093
13,E01000016,4,22.25392297,4.754186926,4827.5,4.42804428
14,E01000017,3,25.15337423,6.554524362,3367,4.203539823
15,E01000018,3,24.79704797,5.802816901,3470.3,6.147540984
16,E01000019,3,23.69991475,4.82509047,6994.5,5.081300813
17,E01000020,3,26.57125078,8.215426746,5757.4,5.172413793
18,E01000021,2,23.90599676,5.483490566,6653.3,4.233870968
19,E01000022,3,22.8440367,5.156037992,10006.7,5.123339658
20,E01000024,3,23.70304114,5.117845118,2309.8,5.361305361
21,E01000025,3,28.16608997,5.625,2434.5,3.75
22,E01000027,3,25.62373567,6.724303554,7796.2,5.054151625
23,E01000028,2,24.38843588,6.27753304,4939.1,5.046728972
24,E01000029,5,23.66040362,5.161998902,8425.6,4.118616145
25,E01000030,2,22.40373396,5.774483028,1815.6,5.882352941
26,E01000031,5,20.35842294,4.627539503,3509.3,5.277044855
27,E01000032,3,23.07692308,5.197305101,2065.8,5.01285347
28,E01000033,2,27.8322926,7.12896954,3674.6,6.276747504
29,E01000034,3,27.94001579,6.666666667,2396.5,2.226027397
30,E01000035,3,27.70919067,6.827956989,3703.2,4.173913043
31,E01000036,4,23.74784111,4.693877551,3818.5,3.249097473
32,E01000037,5,20.7977208,3.299941072,704.4,4.517704518
33,E01000038,5,23.15462315,5.012376238,1864.1,5.592543276
34,E01000039,6,22.44297277,4.166666667,4879.2,4.679376083
35,E01000040,2,30.51209104,5.215540181,4018.6,4.881889764
36,E01000041,4,25.38181818,4.125950054,1292.2,4.273504274
37,E01000042,2,22.77526395,5.68544102,215,2.040816327
38,E01000043,3,23.91125719,5.204944697,4391.7,3.727714749
39,E01000044,3,22.14095745,5.382293763,5344.6,4.411764706
40,E01000045,2,22.79469165,5.113306217,5035.2,5.518169583
41,E01000046,3,24.1046832,6.492842536,4110.1,4.607721046
42,E01000049,2,21.06038292,4.967055246,7042.8,7.692307692
43,E01000050,3,21.14118508,4.4045677,69.3,2.733686067
44,E01000051,3,11.64556962,0.996376812,4504,2.120717781
45,E01000052,2,25.46948357,4.434121622,4777.4,3.012048193
46,E01000053,3,25.3101737,6.184291899,165.3,3.368421053
47,E01000054,3,24.1025641,4.868913858,863.3,1.622418879
48,E01000055,3,23.31002331,4.692082111,1225.5,2.119205298
49,E01000056,2,26.10410095,5.816686251,4297.9,3.194444444
50,E01000057,3,24.65156794,5.096774194,4386.5,3.211009174
51,E01000058,3,22.69013199,5.761124122,7005.4,3.93442623
52,E01000059,3,25.67463377,4.792518995,1734.5,3.337041157
53,E01000060,3,22.63056093,5.733944954,9909.5,4.448398577
54,E01000061,1,21.71387073,6.12987013,1881.1,3.230769231
55,E01000062,4,22.38095238,4.643823264,4750.9,4.292527822
56,E01000063,4,22.14714715,5.390230208,6987,4.69583778
57,E01000064,3,25.10074842,6.533101045,4919.6,3.008595989
58,E01000065,2,26.10677083,7.669021191,7813.4,3.650793651
59,E01000066,5,21.74817898,4.56182473,17684.2,3.318903319
60,E01000067,4,19.59499702,3.889137237,403.5,2.074074074
61,E01000068,4,22.65043949,4.066852368,1268.9,7.076923077
62,E01000069,6,18.13220133,2.814885496,6219,5.179856115
63,E01000070,4,19.31464174,4.29744085,10185.3,5.424528302
64,E01000071,4,17.96287005,3.607060629,10485.8,3.363518758
65,E01000072,2,24.32778489,5.591798695,3933.7,3.861003861
66,E01000073,3,23.4948605,5.191995673,3255.6,6.956521739
67,E01000074,3,25.54517134,6.257110353,1883.1,4.790419162
68,E01000075,4,24.23849644,5.144230769,15424.6,5.144694534
69,E01000076,3,30.7314075,6.709856548,8536.3,4.615384615
70,E01000077,2,25.88871716,5.875509017,16919.5,5.990016639
71,E01000078,3,27.01107011,7.003686151,10218.9,3.247863248
72,E01000079,3,24.72698908,6.060606061,15556.8,4.903677758
73,E01000080,3,24.90650711,6.415306697,2074.3,5.728314239
74,E01000081,4,22.05980066,5.111336032,4518.4,6.858054226
75,E01000082,3,24.39362439,4.547830633,2833.2,9.951845907
76,E01000083,3,28.03468208,5.992704534,6088.9,9.1796875
77,E01000084,2,27.80847145,5.08356546,3274.9,6.451612903
78,E01000085,2,26.21359223,4.924012158,5817.4,6.554878049
79,E01000086,3,25.02291476,5.455801105,11419.9,5.405405405
80,E01000087,3,22.89452167,4.88997555,6498.4,5.78358209
81,E01000088,3,22.07520891,4.810126582,2504.2,4.581673307
82,E01000089,3,23.75,2.904109589,7593.1,6.174698795
83,E01000090,3,23.17772318,3.339191564,5733.1,5.25030525
84,E01000091,2,22.71186441,6.561302682,5531.7,4.875283447
85,E01000093,2,26.12951807,6.467661692,4784.3,6.201550388
86,E01000094,4,13.13309776,3.291344982,6101.9,6.849315068
87,E01000095,3,21.25827815,3.601600711,3709.7,3.233532934
88,E01000096,2,21.69981917,4.698795181,4213.2,5.22696011
89,E01000097,3,26.96551724,6.82876358,4139.7,4.393939394
90,E01000098,2,24.76802284,5.785123967,4786,6.404657933
91,E01000099,4,20.63334983,3.634400864,3970.2,6.601123596
92,E01000100,3,25.15991471,6.179196704,2499.4,8.284714119
93,E01000101,2,26.57935285,5.584950029,4280.5,4.381846635
94,E01000102,3,24.24710425,6.169377454,1615,5.700325733
95,E01000103,4,21.2006079,4.565952649,5421.3,5.901116427
96,E01000104,2,21.38228942,4.699738903,6120,4.709576138
97,E01000105,2,26.08944954,5.917667238,7478.6,5.023547881
98,E01000106,2,23.06717364,5.074762121,5437.9,3.931847969
99,E01000107,4,26.02339181,5.042016807,8220.8,4.632426989
100,E01000108,3,24.09217877,4.07310705,3805.4,4.138851802
101,E01000110,5,20.16326531,3.496503497,5426.4,9.190031153
102,E01000111,3,24.41140025,4.129930394,5141,7.824726135
103,E01000112,4,20.19933555,3.247082699,5467.5,7.034482759
104,E01000113,3,19.07894737,3.859649123,5372.7,7.389937107
105,E01000114,3,21.06807512,2.976436544,2121.5,3.265940902
106,E01000115,10,13.65187713,3.366762178,6299.5,7.52688172
107,E01000116,8,15.79720794,3.667621777,3572.3,5.695142379
108,E01000117,8,16.05995717,4.953917051,1843.8,9.69581749
109,E01000118,7,14.96350365,2.19941349,1647.9,3.852080123
110,E01000119,9,15.07503411,3.790412486,4655.1,6.156716418
111,E01000120,9,15.08972268,3.612040134,4231.9,3.170731707
112,E01000121,3,18.03143093,7.78605281,3637.5,4.553734062
113,E01000122,8,12.46882793,3.110522833,1193,4.347826087
114,E01000123,6,13.59495445,2.724177072,4471.3,5.841924399
115,E01000124,4,15.98360656,3.800856531,3060.1,3.994673768
116,E01000126,2,19.34770591,5.103387593,4223.1,4.269293924
117,E01000127,3,25,5.973025048,7215.7,6.589785832
118,E01000128,3,23.83322962,3.904343582,6693.4,7.815631263
119,E01000129,2,26.14896989,5.236907731,2083.2,5.123339658
120,E01000130,3,24.77124183,5.475206612,1292.6,2.504317789
121,E01000131,4,21.48657089,3.958436418,2945,2.680965147
122,E01000132,3,23.2615894,4.455445545,4272.9,4.22125182
123,E01000133,3,25.23510972,6.379100851,5472,5.363984674
124,E01000134,3,22.33967583,3.563596491,2757.6,3.102625298
125,E01000135,7,14.83081353,3.529411765,1549.6,3.424657534
126,E01000136,8,10.49488055,2.757229321,3226.9,2.845528455
127,E01000137,3,18.42948718,5.914302957,3858.3,4.178272981
128,E01000138,3,19.83471074,5.067985167,3516.2,3.93442623
129,E01000139,6,13.5770235,3.677000721,3299.2,4.900459418
130,E01000140,6,12.37684729,3.476482618,5088.3,6.055646481
131,E01000141,2,19.98722861,4.935622318,4276.8,5.988023952
132,E01000142,3,16.65744328,5.004468275,632.6,3.021582734
133,E01000143,3,18.1402439,5.804907241,648.8,1.916376307
134,E01000144,4,15.3674833,5.23465704,2310.9,1.737756714
135,E01000145,4,14.67116358,4.463732176,2173.5,4.266666667
136,E01000146,4,12.20893644,4.273504274,3279.3,2.423263328
137,E01000147,5,24.48725917,3.084161004,3351.8,4.967948718
138,E01000150,4,18.10055866,3.858093126,936.4,5.23465704
139,E01000151,1,25.97510373,5.287623475,2644.9,4.612850082
140,E01000152,5,14.99242807,2.9346211,3632.4,3.790849673
141,E01000153,2,18.93888516,5.860995851,4868.5,3.863987635
142,E01000154,3,19.29365598,5.430809399,2516.4,2.276707531
143,E01000156,7,11.69170477,2.666666667,3513.7,2.891156463
144,E01000157,5,11.98686371,3.476611884,449.8,2.229299363
145,E01000158,5,14.08934708,4.436860068,1283.1,2.232854864
146,E01000159,6,16.84856753,3.859060403,1861.4,3.103448276
147,E01000160,6,13.27827192,2.507676561,3233.5,5.562130178
148,E01000161,4,17.51690227,4.47394297,4048.6,3.343023256
149,E01000162,5,19.91182954,6.848484848,7781.1,4.703476483
150,E01000163,3,18.60465116,6.32014176,5116.8,6.67752443
151,E01000164,2,18.76396128,5.198598131,3562,4.399323181
152,E01000165,6,15.86113002,3.423522916,3708.9,4.929577465
153,E01000166,5,17.20430108,5.181986428,8027.4,4.953560372
154,E01000167,3,22.11101001,5.535585909,4482.4,5.555555556
155,E01000168,9,14.53125,4.350692156,4865,3.220338983
156,E01000169,7,13.96946565,4.662576687,75.4,5.819295559
157,E01000170,5,18.1097158,4.142632407,76.2,4.109589041
158,E01000171,2,16.04154645,3.84279476,2737.8,7.301587302
159,E01000172,8,12.44343891,3.136094675,3801.2,3.417533432
160,E01000173,7,11.89562548,3.49112426,3389.5,3.459637562
161,E01000174,4,17.43849493,4.661739625,2024.3,4.991680532
162,E01000175,9,11.45695364,2.363367799,4204.9,1.872246696
163,E01000176,3,21.66553825,7.213496219,4984.7,2.644628099
164,E01000177,7,8.90625,2.345159351,7222.8,4.854368932
165,E01000178,7,9.931245225,3.705917513,3136.9,4.946524064
166,E01000179,7,7.560627675,1.844605925,6247.9,4.255319149
167,E01000180,5,14.86590038,4.764851485,6198.5,5.188679245
168,E01000181,8,8.410548824,2.252519265,5322.1,4.253214639
169,E01000182,8,7.607090103,3.39715874,3456.3,3.747870528
170,E01000183,8,11.88694929,6.767411301,3847.2,5.279503106
171,E01000184,3,17.15039578,5.237840727,425.9,2.732707088
172,E01000185,3,15.82792208,7.801899593,3404.2,2.583979328
173,E01000186,9,11.04341203,2.262443439,2231.4,4.651162791
174,E01000187,5,16.73306773,3.914795625,1547.6,5.532786885
175,E01000188,6,12.13632585,3.548795944,4090.4,3.891708968
176,E01000189,4,14.90258031,3.888213852,680.7,4.805491991
177,E01000190,7,14.1796585,3.986135182,3865.1,4.570637119
178,E01000191,6,16.22073579,4.002582311,4031.9,4.330175913
179,E01000192,4,16.86046512,3.456913828,1409.2,3.554868624
180,E01000193,3,18.71455577,3.696098563,5116.5,2.804878049
181,E01000194,2,20.88215024,2.938090241,1662.5,3.009575923
182,E01000195,2,23.26961107,5.996035679,1778.6,3.725782414
183,E01000196,4,15.43108182,4.474799812,5773.2,7.037037037
184,E01000197,5,13.45381526,3.673689897,2786.8,4.21875
185,E01000198,6,11.75015461,2.643573382,6796.7,4.90797546
186,E01000199,8,12.11180124,3.670886076,1748.9,6.302021403
187,E01000200,7,13.90605686,3.632694248,235.5,3.03030303
188,E01000201,10,12.20504475,2.660609994,1543.2,2.755905512
189,E01000202,7,10.41358936,2.392344498,1202.9,3.671071953
190,E01000203,4,18.88586957,4.934924078,2855.8,4.67571644
191,E01000204,7,10.69633884,3.468547913,5677.2,7.553366174
192,E01000205,8,8.24742268,1.926910299,473.7,6.016260163
193,E01000206,9,11.82186235,1.531291611,6049.6,3.436988543
194,E01000207,7,8.054226475,2.469917669,5221.3,4.166666667
195,E01000208,8,7.049808429,2.455494168,4280.6,5.532503458
196,E01000209,8,8.635996772,3.643724696,5311.6,4.227642276
197,E01000210,7,6.655290102,2.454780362,1379.5,4.516129032
198,E01000211,4,16.13464887,5.07518797,739.7,2.079002079
199,E01000212,6,9.847806625,3.266518189,172,4.459459459
200,E01000213,8,6.705539359,2.51665433,3343.5,6.302916275
201,E01000214,8,8.273381295,2.89408867,694.3,5.497771174
202,E01000215,3,17.0287316,3.636363636,2293.7,4.381846635
203,E01000216,5,11.97278912,3.286147624,1602.8,5.257393209
204,E01000217,5,16.47909968,1.793721973,1319.7,3.375527426
205,E01000218,3,17.41140216,3.63340564,4809.1,5.112781955
206,E01000219,3,20.04076087,4.007285974,4269.8,2.159244265
207,E01000220,3,19.27272727,4.978813559,982.4,2.204408818
208,E01000221,2,24.56978967,6.303116147,60.3,5.079006772
209,E01000222,3,17.28395062,5.940108002,99.6,3.566333809
210,E01000223,2,24.62442848,4.724409449,57.5,2.702702703
211,E01000224,3,21.31519274,3.78250591,183.9,3.491620112
212,E01000225,5,14.60855529,3.368983957,3346.9,3.984819734
213,E01000226,2,21.87271397,5.244956772,8126.9,3.664122137
214,E01000227,7,18.34002677,2.573726542,106.7,3.367003367
215,E01000228,6,13.9329806,3.621169916,1554,5.529225908
216,E01000229,3,18.68217054,5.449101796,1739.7,2.209944751
217,E01000230,5,16.20111732,3.265306122,3321.9,2.614379085
218,E01000231,4,13.74643875,3.97313934,6315.9,4.838709677
219,E01000232,5,13.28388402,4.329235703,104.5,2.033898305
220,E01000233,7,14.32325887,2.21878225,85.3,2.90275762
221,E01000234,6,12.04996326,3.088152723,119.6,2.671118531
222,E01000235,4,16.85542971,4.672395274,607.1,4.025764895
223,E01000236,4,14.90727532,2.870322911,4184.7,6.758832565
224,E01000237,4,13.91409558,2.523809524,3071.2,5.524861878
225,E01000238,5,15.17150396,3.195040534,1170.9,4.53125
226,E01000239,4,16.06827546,4.810495627,1899.9,4.611330698
227,E01000240,4,16.21433542,3.631123919,1507.7,2.958579882
228,E01000241,6,11.68289291,4.082774049,2613.6,3.619047619
229,E01000242,6,14.7446458,3.25,1917,5.839416058
230,E01000243,4,15.2386429,3.143781785,3882.9,5.640423032
231,E01000244,4,15.74746009,3.414634146,818.5,4.537205082
232,E01000245,3,22.40047534,4.664723032,2860.9,4.571428571
233,E01000246,8,10.4716227,2.960526316,3577.6,2.505219207
234,E01000247,7,8.394160584,4.186320755,952.2,4.82509047
235,E01000248,7,8.770668584,4.873752202,3376.8,5.314009662
236,E01000249,10,8.505747126,2.546583851,6275.6,3.703703704
237,E01000250,6,13.20147194,4.101188195,4866.7,2.415458937
238,E01000251,4,16.58536585,5.260831123,5003.9,3.146853147
239,E01000252,6,12.87825475,4.606413994,2563.5,2.693602694
240,E01000253,9,12.11550534,3.735487128,1351.2,3.144016227
241,E01000254,9,9.298780488,3.441802253,4578.9,6.337135615
242,E01000255,4,16.60597232,5.650382578,3844.7,4.111842105
243,E01000256,6,14.29553265,2.125453603,5662.6,3.05958132
244,E01000257,4,16.51597348,6.653901388,5043.5,5.882352941
245,E01000258,7,15.2715655,5.549682875,3343.8,3.365906623
246,E01000259,6,12.99569995,3.975766755,4958.8,5.643994211
247,E01000260,4,14.57965902,3.23176362,4037,5.365126677
248,E01000261,9,11.23363198,2.93951385,55.2,5.882352941
249,E01000263,10,7.646559048,1.770491803,5484.6,5.64516129
250,E01000264,4,15.62714188,3.126714207,5041.4,5.522682446
251,E01000265,5,15.50232868,4.318418314,916.5,5.294117647
252,E01000266,10,10.09329941,2.298050139,3493.9,5.66572238
253,E01000267,7,11.57222666,3.667321546,297.2,6.882591093
254,E01000268,3,12.7646703,3.373493976,1005.9,5.529225908
255,E01000269,7,13.63236588,3.893294881,4658.1,5.531295488
256,E01000270,7,12.28209192,3.106796117,4206.3,3.633491311
257,E01000271,9,12.49081558,3.785103785,1448.2,2.503912363
258,E01000272,10,13.35012594,3.433777155,41.9,3.939393939
259,E01000273,5,14.98579545,4.973037747,131.9,1.621621622
260,E01000274,5,16.67756704,4.545454545,251.3,3.197158082
261,E01000275,9,13.19444444,3.045977011,529.6,1.646090535
262,E01000276,10,9.590235397,2.599090318,134.3,1.92139738
263,E01000277,5,13.30014225,4.724409449,1961.7,1.886792453
264,E01000278,10,8.918918919,2.025658339,1905.4,2.90237467
265,E01000279,10,10.32370954,2.637362637,3080.7,1.506849315
266,E01000280,10,8.691756272,3.139013453,4419.7,2.3977433
267,E01000281,7,9.006433167,3.467561521,5000,4.926764314
268,E01000282,8,12.68090972,3.537866224,5563.9,5.756578947
269,E01000283,10,8.555657774,2.335766423,2851.6,2.289156627
270,E01000284,5,17.2436751,4.764542936,2023.4,3.644314869
271,E01000285,6,16.29260183,3.965631196,4698.7,7.707910751
272,E01000286,4,22.78020378,7.105416424,2607.2,8.647798742
273,E01000287,4,22.81105991,6.253832005,3458.1,8.277027027
274,E01000288,7,13.31738437,2.905100065,4940.7,4.674796748
275,E01000289,2,25.90799031,6.826801517,6355.6,11.33858268
276,E01000290,5,23.20768662,5.367057372,4500,6.601941748
277,E01000291,5,19.82272361,7.307692308,2726.1,6.785137318
278,E01000292,8,14.1509434,3.886010363,2318.6,6.589595376
279,E01000293,8,9.1218516,2.76523702,9034.1,3.840682788
280,E01000294,6,12.60898726,5.356156819,7390.1,6.19266055
281,E01000295,7,11.26025354,3.157894737,3364.6,7.323232323
282,E01000296,5,10.25290499,3.025210084,4699.9,3.81097561
283,E01000297,6,17.02493551,3.450704225,5616.9,4.954954955
284,E01000298,5,11.35714286,3.50262697,1327.1,4.322200393
285,E01000299,4,18.1665735,4.46146913,5726.3,4.221635884
286,E01000300,7,10.40723982,3.479304139,5032,3.787103378
287,E01000301,9,8.950086059,2.272727273,1399.3,5.5028463
288,E01000302,4,16.11374408,5.11679644,1121.8,3.278688525
289,E01000303,10,10.39729501,2.931379081,5481.5,5.331179321
290,E01000304,7,13.3748056,3.789338471,5168.3,4.088050314
291,E01000305,3,19.82570806,5.483672212,3374.8,6.358381503
292,E01000306,4,26.75804529,3.351955307,7252.2,6.4
293,E01000307,3,22.97808012,4.96969697,3580.7,5.616224649
294,E01000308,4,14.78753541,4.075829384,3618,5.756929638
295,E01000309,5,16.71714113,2.925402243,2898.6,6.031746032
296,E01000310,3,18.97407612,5.742935278,3091.7,2.163833076
297,E01000311,5,12.06322795,1.75042349,3793.2,3.988603989
298,E01000312,3,25.18926359,5.316742081,2375.1,3.072983355
299,E01000313,3,21.85897436,4.89216202,4832,4.545454545
300,E01000314,5,14.29353779,2.862419206,3596.3,3.668261563
301,E01000315,3,22.30989957,7.180694526,4930.4,4.864091559
302,E01000316,4,15.74585635,4.724409449,5055.3,4.021447721
303,E01000317,7,15.06309148,4.614412137,663.5,2.362204724
304,E01000318,7,18.48523748,5.096203848,3384.6,4.297520661
305,E01000319,9,11.63003663,3.205128205,4669.1,2.802359882
306,E01000320,7,13.26720397,3.826266805,6627.2,4.223227753
307,E01000321,6,16.47486372,4.028556859,2593.8,3.42019544
308,E01000322,5,14.55912509,5.64516129,981.8,4.16
309,E01000323,4,22.29458918,5.198647506,1330.1,4.259259259
310,E01000324,7,16.35610766,3.659202622,1851.6,2.213666987
311,E01000325,10,13.90334572,2.369380316,9082.9,4.744525547
312,E01000326,7,15.52210724,3.113685735,772.9,4.809619238
313,E01000327,9,16.4893617,3.316953317,3902.6,5.963938974
314,E01000328,8,17.0212766,5.009163103,6240.2,3.957219251
315,E01000329,6,15.26832955,4.542772861,3528.9,4.189189189
316,E01000330,6,23.02631579,5.367913148,3375.4,3.789126853
317,E01000331,4,20.63369397,6.986382475,2708.4,4.869762174
318,E01000332,7,20.18209408,5.210295041,3652.8,4.183535762
319,E01000333,3,22.25913621,5.164319249,5425.2,2.312138728
320,E01000334,7,21.12036336,4.47761194,1012.2,5.894308943
321,E01000335,4,19.68911917,3.558327219,1297.6,5.283018868
322,E01000336,3,22.49158249,6.056056056,2872.3,6.376360809
323,E01000337,4,18.97590361,3.626943005,2106.9,3.33863275
324,E01000338,5,16.81415929,3.291958985,623.3,3.660565724
325,E01000339,7,17.58326878,5.373687461,2253.9,2.065217391
326,E01000340,9,18.33202203,4.166666667,2187.9,3.386004515
327,E01000341,9,20.74592075,5.569948187,3719.3,2.321981424
328,E01000342,9,17.33870968,3.346456693,1015.9,2.81124498
329,E01000343,8,17.5787728,2.915838304,1675.7,5.612244898
330,E01000344,9,14.42901235,4.773869347,4338.4,5.07518797
331,E01000345,10,16.20879121,2.684563758,5091.5,4.255319149
332,E01000346,9,18.50117096,3.274559194,148.9,1.443001443
333,E01000347,8,20.58584215,4.142011834,2582,1.663585952
334,E01000348,10,11.51960784,2.445472571,3645.3,3.550295858
335,E01000349,10,15.17792302,4.236796286,180.1,2.608695652
336,E01000350,10,13.44884488,2.826379542,2194.6,1.792114695
337,E01000351,9,16.6793025,4.52853598,1802.4,1.578192253
338,E01000352,6,20.48099302,4.135802469,3407.3,3.856749311
339,E01000353,10,19.81268012,4.153940134,1209,2.882882883
340,E01000354,6,18.97810219,5.566733736,3162.9,3.393213573
341,E01000355,10,21.36474411,4.580152672,1156.6,3.023758099
342,E01000356,9,21.44540456,4.783163265,5244.3,3.818615752
343,E01000357,10,13.9061116,2.141327623,1855.2,3.676470588
344,E01000358,9,16.1385409,2.955367913,815.3,2.928257687
345,E01000359,10,15.77946768,3.721298496,3393.8,3.025718608
346,E01000360,5,18.01282051,2.882599581,4752.3,4.811715481
347,E01000361,9,17.54523997,3.58490566,11211.6,3.276353276
348,E01000362,6,15.65217391,4.726100967,2142,5.189340813
349,E01000363,9,15.06740682,3.784477229,588.3,4.242424242
350,E01000364,9,14.5280236,4.240282686,3886.7,3.412969283
351,E01000365,7,19.91373113,4.345307068,5910.3,2.304609218
352,E01000366,8,15.17925248,2.745576571,4823.4,3.709677419
353,E01000367,3,21.27532777,4.766107679,6314.4,1.990049751
354,E01000368,3,22.92332268,5.952380952,3515.3,1.914580265
355,E01000369,8,20.77363897,5.037637522,6251.1,3.327171904
356,E01000370,8,18.32178599,4.428754814,3400,2.337228715
357,E01000371,8,14.96124031,3.395061728,3417.6,2.033898305
358,E01000372,3,22.54601227,6.505026611,2004.5,1.806451613
359,E01000373,4,13.68653422,3.698113208,44.8,2.5
360,E01000374,2,24.38402719,6.273764259,1356,2.161383285
361,E01000375,6,14.60742544,3.618421053,29.5,3.043968433
362,E01000376,7,16.42023346,3.343653251,1195.9,2.266666667
363,E01000377,7,15.59934319,4.274084125,710.2,3.370786517
364,E01000379,5,16.69085631,5.432242991,2597.8,3.951367781
365,E01000380,4,24.24037812,6.50921659,6431.3,3.442879499
366,E01000381,4,22.49216301,6.802721088,4800.3,5.177514793
367,E01000382,10,15.703125,3.880407125,1852.5,2.553191489
368,E01000383,6,20.0462606,4.959196485,5863.1,4.527296937
369,E01000384,7,16.27408994,3.958090803,2446.7,2.328589909
370,E01000385,3,20.52489906,6.377678127,3770.7,4.250559284
371,E01000386,2,24.35064935,10.27976578,4901.5,4.572564612
372,E01000387,9,17.83489097,4.804612428,4446.9,4.198473282
373,E01000388,9,19.31818182,3.835978836,5050.8,3.480589023
374,E01000389,8,16.59451659,4.705882353,4773.9,3.429602888
375,E01000390,9,17.55368814,3.453453453,3994.5,3.022339028
376,E01000391,7,18.22157434,3.661327231,3212.6,3.053435115
377,E01000392,4,18.04812834,3.525804803,2269.6,4.674796748
378,E01000393,9,15.54559043,2.772861357,5782.4,5.409836066
379,E01000394,9,16.19190405,6.4,4124.9,2.966101695
380,E01000395,10,16.90590112,2.812295618,5188.7,3.301886792
381,E01000396,10,18.23681936,2.685950413,5334,3.963414634
382,E01000398,5,22.58064516,5.90081607,5060.3,6.52866242
383,E01000399,9,19.68992248,3.500954806,6516.9,6.045751634
384,E01000400,7,20.64965197,3.244274809,3492,5.640243902
385,E01000401,4,28.66941015,7.446221732,4898.5,5.617977528
386,E01000402,4,22.35673931,5.36159601,2601.6,4.624277457
387,E01000403,2,24.12663755,6.283811902,3376.4,6.213017751
388,E01000404,2,16.98224852,3.838217086,2437.3,4.927782498
389,E01000405,4,16.78082192,3.489847716,1072.6,3.311258278
390,E01000406,5,16.02002503,2.986467569,5218.1,3.733766234
391,E01000407,7,19.36758893,5.082932049,4002.9,3.361344538
392,E01000408,3,20.49180328,4.622322435,2973.5,1.639344262
393,E01000409,10,18.18181818,2.469844917,4449.6,2.318392581
394,E01000410,9,15.03875969,2.172601086,5212.9,2.477876106
395,E01000411,8,19.65460526,4.016064257,1470.9,1.335113485
396,E01000412,8,14.86584482,3.114382786,2659.2,2.92942743
397,E01000413,8,19.48764867,3.340757238,4126.7,3.329065301
398,E01000414,6,19.24577373,3.959873284,3469.6,2.339776195
399,E01000415,10,14.86596263,3.686006826,838.2,3.140703518
400,E01000416,4,22.79355334,3.678724709,5956.7,3.645007924
401,E01000417,5,17.42260619,4.88786659,7331.5,4.116638079
402,E01000418,6,16.81937173,3.184386235,4786.2,4.898648649
403,E01000419,9,22.39288601,5.150501672,5704.3,4.84496124
404,E01000420,8,20.66182405,4.20499343,6670.7,6.570302234
405,E01000421,10,20.79439252,3.747534517,4159.3,4.395604396
406,E01000422,3,19.36799185,4.110612855,3022.8,4.294478528
407,E01000423,10,13.62586605,3.4847542,3051.1,4.775022957
408,E01000424,9,12.84953395,5.500868558,3876.9,3.29531052
409,E01000425,10,16.86086361,3.944444444,5360.7,6.446280992
410,E01000426,8,12.07906296,3.590664273,2697.3,4.329608939
411,E01000427,7,17.23930078,4.525111885,6707.9,7.558139535
412,E01000428,4,19.79565773,6.309148265,105.1,2.705627706
413,E01000429,2,21.66123779,5.197873597,572.6,3.260869565
414,E01000430,5,18.03278689,3.512195122,307.4,3.058103976
415,E01000431,2,22.02643172,5.916666667,179.1,2.795031056
416,E01000433,2,25.66248257,5.365355135,1465.3,2.714440825
417,E01000434,2,25.51271534,6.905210295,11303.3,3.562005277
418,E01000435,3,22.09606987,5.036937542,6265.9,3.193033382
419,E01000436,10,17.09585122,2.616609784,5478.5,3.025936599
420,E01000437,8,19.83769161,2.838427948,8709.7,3.697996918
421,E01000438,6,17.61942052,3.495260664,9568.9,4.733727811
422,E01000439,3,20.52919708,4.143258427,6880.7,4.113475177
423,E01000440,10,19.72789116,3.754512635,5378,4.275092937
424,E01000441,2,22.3476298,4.99445061,1854.8,3.05403289
425,E01000442,8,19.15204678,4.764740917,625.7,3.068592058
426,E01000443,6,19.42857143,6.015037594,3414.5,3.941605839
427,E01000444,10,12.72860278,2.375152253,265.3,3.53460972
428,E01000445,10,15.47531319,3.721488595,2777.1,2.985074627
429,E01000446,10,11.70212766,2.724252492,349,3.746397695
430,E01000447,7,13.59039191,4.441041348,2669.7,4.946524064
431,E01000448,10,13.24977619,3.043801039,1784.7,4.066073698
432,E01000449,10,13.62586605,4.417413572,1000.4,3.808680248
433,E01000450,6,17.00143472,3.775680178,4600.4,4.832214765
434,E01000451,9,18.23943662,2.457142857,2966.5,3.933434191
435,E01000452,10,15.57093426,3.098591549,2972.7,3.649635036
436,E01000453,9,15.66975569,2.77214334,568.2,2.802547771
437,E01000454,6,19.72891566,5.514705882,730.1,2.857142857
438,E01000455,9,18.1880109,2.955939766,5107,5.128205128
439,E01000456,10,15.72438163,3.654251581,4068.5,3.892215569
