LSOA21CD,band_1_mean,band_2_mean,band_3_mean,band_4_mean,band_5_mean,band_6_mean,band_7_mean,band_1_stdev,band_2_stdev,band_3_stdev,band_4_stdev,band_5_stdev,band_6_stdev,band_7_stdev
E01000286,8577.329734268642,8835.44895883331,9753.635216611732,9763.058494171524,16114.793250222325,13910.052821643108,11589.234787530526,445.37133769726165,522.5508010356427,611.3173416588029,769.5952630555006,1827.867344786493,1225.4461049514896,877.1961327445268
E01000287,8652.254081260959,8855.837868673774,9740.83101130798,9744.887167111558,16242.313666090186,14035.069000801168,11645.030215995224,400.63640006657397,457.65898952419786,505.24349810726693,668.2594407717006,2152.9592392695104,1297.2459226724463,899.2471542694904
E01000288,8645.636779220904,8867.396317332674,9755.650536889723,9690.347449805993,16466.542699937487,14212.964903823071,11578.34269616209,421.4475211578401,483.3163683898417,532.5598160960942,695.9091458285485,2494.306615626652,1705.9561305546558,897.9261252507781
E01000289,8721.271544275352,8920.434312872769,9773.356514030545,9734.43265442836,16035.387466115339,14107.536437780878,11575.4255301096,525.5533515663357,584.5479124813386,631.6562631124916,811.592817415543,2499.8216263662757,1328.3255926808827,791.0864809715775
E01000290,8672.005292738304,8846.983995494566,9781.823781954372,9790.94676444212,17602.67190473304,14836.854542928253,11719.079597611757,490.50230086497186,574.8837336490101,741.0458807769636,1229.497918141653,2444.1402512617224,1968.93153454705,1746.325217704421
E01000291,8684.41374744294,8920.571651687345,9841.261486900066,9846.390246053974,16215.553265234064,14144.297909969875,11632.588520566534,392.4932348978041,470.3769667360225,595.5053866019811,779.3995742774144,2577.602427025582,1711.9218658124475,939.2284626863507
E01000292,8415.950421410036,8663.097935437441,9530.036307514658,9530.065471161062,15508.845055076377,13083.654096312108,11118.269872438956,460.64442702205247,512.5396024950908,549.4498466941386,736.2175823293671,1896.7619385471696,738.6589500719163,837.5336019329928
E01000293,8558.547928943428,8810.370910772863,9665.891018071301,9773.461082797323,14967.42264620625,13250.921722174242,11492.004203773404,354.9768987470926,400.3310386185699,445.0875305885398,617.685576262604,1609.7293821097142,659.4586899298581,772.7832272222463
E01000294,8515.08814725387,8757.473657111157,9632.019548196842,9685.582565190878,15431.363754727132,13386.482311299605,11329.785634018714,379.3158112213488,448.5495245477477,588.9976076791476,823.1481556626396,1921.068435305275,1481.0643109150244,1095.1109392639162
E01000295,8616.914617497438,8822.775035324086,9565.238159090133,9651.278675568643,14141.583871660889,12692.704454763456,11177.67428819675,300.7633428640955,331.34514082642437,371.602061384079,522.7263334116901,1126.497426547773,594.3676807656012,667.1422552402252
E01000296,8393.83525556311,8611.702087886422,9319.200265202158,9343.519727067945,13645.665573823757,11967.057312237997,10539.767303245753,342.55688964928885,381.310159494862,431.5062717098859,607.981227925751,1551.645784462173,688.0125186039783,755.739846421296
E01000297,8635.819977026806,8879.119203357892,9665.599975310142,9663.418181210116,14406.750601041222,12771.677739886713,11097.991084857107,434.37488267319844,507.66894271685436,522.4977151859803,663.0101041903121,2045.9744439809783,969.2847405514483,850.0426463494563
E01000298,8606.155311421368,8806.05744853911,9579.5138492941,9568.452677742642,14737.564787076692,12896.844339543604,11058.281455095235,298.196430397426,329.3129409265855,388.2457826147368,535.9303003483118,2683.1584328469894,1444.2313645801996,715.5366649078385
E01000299,8757.776516120455,9086.958671930939,9861.208505188253,10050.001696914353,12707.680708346212,12184.484656726927,11176.926066660504,702.4495529808082,821.5487409960627,915.2631191397668,1064.1031817806825,1385.4718196511442,1043.0519159184175,877.5631391737472
E01000300,8507.43899256672,8720.105649492893,9435.660093386727,9464.811404040074,14002.845185576642,12321.906445223301,10835.791211785978,473.06520115984006,554.8973776787072,572.93570418701,706.8560739684003,1204.4923119103505,665.8382853660255,704.6673228611854
E01000301,8442.092889415811,8609.254308249343,9318.489488785297,9282.85763832116,14614.206493290652,12289.63651106919,10612.525153728218,313.25514023350127,342.8423229102239,367.4602390795378,567.8843766073302,1811.269010162553,652.2739525086,761.3392737296815
E01000302,8485.860869322534,8736.355932697377,9522.328579596457,9512.9378596948,13968.716071822442,12341.665210087516,10778.446973613769,312.44283773923826,386.8489796591463,444.41890038904353,601.5936517476985,1585.3931333014064,751.5703503046446,603.626221071108
E01000303,8486.818921989949,8632.466606721164,9304.063958979186,9295.399328121588,14524.67071999396,12514.243596575085,10823.396091311728,267.8622181631763,304.10814900514856,345.23391450795106,535.5582210473704,1772.0090816765537,670.9520479271993,792.8119692341213
E01000304,8352.683798402533,8504.135641843932,9167.972765798819,9056.215882197606,14800.226801443447,12241.676485410393,10419.032264244805,214.23015871762166,249.27482521057354,288.1488996421644,453.8414319465682,1993.120248329363,655.5183910011059,645.2816504901182
E01000305,8608.204972304107,8797.010616663449,9561.741052341733,9439.898121677761,14536.989032073438,12167.55124028853,10341.708917593658,646.225469677852,752.0476420442558,939.9190227988934,1298.7357845294528,3769.5237312557783,2629.792444336081,1893.8300682046372
E01000306,8772.20479358173,9021.667812109832,9764.814232171191,9931.148728646167,13271.290475022965,12484.278015778262,11243.457945383576,268.03262593300036,285.6431085272563,305.4356828331721,429.83040571016437,1148.6486431157427,618.9714721996538,607.8559799829292
E01000307,9084.363088925276,9429.857301288157,10297.0154222676,10502.630433666249,13630.156383037389,12877.44360377974,11554.129504927272,577.1254601166646,694.6107773294179,829.1617396389635,1016.4428339177038,1590.1812782624663,1190.6874467479215,1025.1327067486795
E01000308,8653.045736909475,8773.924189646457,9599.401552394982,9360.965518233217,17625.61657610795,14157.588540429124,11013.32734838984,458.49696018635444,514.4358287330492,650.951569521425,891.4380760057994,2741.507904869732,2343.648297100774,1413.6713713858248
E01000309,8646.356207560044,8857.217389376554,9575.59044152745,9617.265465383181,13870.61332309507,12413.433661197883,10926.21822534202,381.013412541473,451.40589189182873,503.4232786339386,632.2625124488834,1449.6205622874609,844.052774595303,631.9228540408933
E01000310,8778.11619614714,9005.573651510682,9745.032512806449,9842.338370904417,14100.19263373661,12673.764882162297,11143.472842558436,361.7881984874385,402.95190572012973,474.5360553400955,634.7787968817095,1703.0137173108687,786.268022167965,698.1857341641622
E01000311,8816.308488176628,8964.364748548802,9686.33352789648,9695.289541586766,15295.5470696835,13553.01224318258,11404.239232677783,301.24600408482775,325.58824917398573,380.72826794494296,513.3537188619928,2648.9021050246747,1929.4251757504746,877.9131080988965
E01000312,8855.88102683517,9063.43774849634,9822.21549135186,9924.258967883485,14525.491952103097,13274.674593195796,11559.105807119055,371.2314197335457,425.51974557392623,486.263380267127,607.1012557820062,1118.9869219720647,695.3766354008462,679.5786891017981
E01000313,8874.53330347424,9187.714107935335,10006.79910901858,10125.154623015373,13780.230610904977,12509.783523007538,11112.896244848589,788.3878059511709,895.6618582853887,1067.9502199605784,1245.3041341777484,1855.2467917504887,909.0073561610302,897.0477609113984
E01000314,8940.478799874296,9132.872295103914,9854.467134278279,10015.633395234057,14031.5156666116,12836.05855236559,11408.804018776304,372.14991974056767,411.762365004278,488.97958729176605,665.124075725442,1366.6682705300752,582.2751424645961,665.9120061862587
E01000315,8728.43693417732,8901.692678378047,9686.487218749495,9493.495800470153,16758.06769678854,13728.518522874969,11160.729082031967,753.4219115654017,908.8666651314483,906.6729241758835,904.3115732722697,2563.891006239428,1899.7327435081136,1373.5629165385615
E01000316,8885.063426522438,9204.850862433166,10161.741524678708,10199.915152539485,15394.651895430428,13510.186746917552,11537.565463959265,1061.630304904137,1236.5336640580967,1528.6437251233328,1732.44702293391,2606.844583022112,1567.724623561954,1261.2908049988625
E01000317,8533.368371805827,8729.346683245125,9461.090548920507,9454.232422196812,14409.926069178426,12634.444387104642,10997.02911619309,296.50308242951485,328.3560915920916,317.9960106095638,461.1787797078089,1379.9803953332425,577.9406227907286,622.5932233980955
E01000318,8620.536992545434,8833.804457190787,9624.416416116232,9607.011984958917,14714.78711835413,12771.465844682287,11003.988877799313,382.3721020491138,427.30957376269157,434.9461893637837,628.6150398313188,1897.6583609976485,848.6256866134612,749.485748440305
E01000319,8602.16853863818,8813.620116691704,9568.029869623599,9584.836011088639,14518.663147376266,12625.694827559724,11024.70468285305,303.25520091001124,337.93022375348966,336.0965612561086,510.9650158447624,1369.0672573874378,503.03090832599764,580.2194259686057
E01000320,8603.672709649612,8777.456241071053,9490.306418171056,9497.28529417606,14747.609260305499,12639.640919673773,10947.39830944035,304.89257119819086,367.5885804337619,427.45988157528757,607.7152171010011,1577.3921111673158,603.0784563180089,688.623549035886
E01000321,8623.4785822992,8844.56231137889,9564.92494815718,9684.92190235256,13378.436501629842,12311.603132506376,11035.266498425894,256.40468585251074,277.40281819250936,317.30240870253067,453.4216984361386,1396.1442873497863,717.904789855186,589.3845034652334
E01000322,8660.095644364592,8800.794059296704,9463.769867404473,9452.532200300506,14773.579304654691,12768.59917965337,11037.002419718157,286.1157002130641,310.97775786520316,360.64272689431726,509.333869608825,1402.0295600157076,703.190230936058,736.2225567345632
E01000323,8687.401403997326,8946.652862628232,9707.398389052094,9799.181775340052,13747.397172586654,12514.063154688572,11142.13791641146,313.71091440666316,384.37936271129183,427.27752400166,619.3614299199686,1667.7006173333968,623.1301994303218,645.6053921104659
E01000324,8739.325314135158,8984.100836277225,9776.63590756708,9797.615352282515,14931.965238521083,13201.829965272314,11462.777343760597,650.3140295262295,772.1459181662991,886.0720740648741,1069.2132885781148,1752.8511727338423,1528.104468339231,1565.9640235352526
E01000325,8751.397233435038,8949.692476305756,9726.964436002192,9739.274303061005,15675.295214450214,13535.44117222845,11316.689938072464,279.51197834760166,321.7349618392854,375.70444783239464,601.6578069472267,2340.8188224903006,1301.442849047309,760.9343285085337
E01000326,8652.732844060207,8855.127321124663,9600.089546183814,9541.302792050237,15598.19600351855,13313.32579994174,11031.617247687815,281.167282927504,316.5219466206184,395.6592522685775,574.4311471307876,2422.4674653958737,1390.571969539,855.9740293422418
E01000327,8654.27857985386,8878.183699053074,9639.875118516948,9691.816272927854,15096.837260200038,13266.174082803902,11180.021272196225,325.42032431936724,351.55611659543007,409.54454897364445,581.7754478694703,1858.3974508819051,1441.89601148807,848.5987253714226
E01000328,8703.674703378869,8869.487268307998,9621.178097853197,9493.886850870676,16813.959567201066,13769.598820792824,11089.976804812173,424.7856683410617,468.72308771129207,586.5429349597322,748.5670583492586,2645.5249989098534,1738.0139641737103,1107.9714545358495
E01000329,8645.039570258534,8860.736057140391,9642.75000529438,9607.219578722481,16081.467504137136,13571.073828243463,11124.042378526521,397.9313433074171,477.89161861607295,635.8364297374737,902.4484264311708,2543.0688332776294,1475.9038037567566,1108.6219925134644
E01000330,8877.760998548922,9184.79069762866,10001.225585012606,10170.219766217046,14088.1551472164,13149.688838761946,11537.695381828327,629.8482659680484,719.7801718102845,818.1355754947463,971.1351279906194,1355.959936711148,972.2810124048358,827.0960655483885
E01000331,8571.24486295614,8744.551613825075,9518.672071322646,9338.948598440575,16760.587041350682,13544.902017007505,10868.075436115661,373.7157139665578,422.2948804922144,487.8119704745383,688.044265597908,2392.522089297088,1325.3148050159728,909.3255922078042
E01000332,8628.03184018425,8840.093626627502,9482.553797035698,9448.236165336393,14389.994691219954,12491.381251043038,10747.306317283119,397.85372056931743,447.3812442584186,527.7275617334953,683.3257138175298,1617.3963310836164,865.2104631325117,923.7830042379251
E01000333,8816.168999009558,9043.477073872733,9763.957688533454,9780.318847918252,14711.348898867645,13158.32566127453,11361.966869243992,305.554685236349,342.2003025284195,370.0963062584021,529.3484969006093,2480.0177609614525,990.876035069503,759.4130705939498
E01000334,8662.493822995215,8875.061160894618,9563.881680830369,9545.627128160526,15208.757803542376,12944.344138192944,11017.879053149993,452.5046096576924,503.4178343678093,554.4542678569021,798.8196141228059,2294.4190512127616,880.6834216374807,1182.0285477361663
E01000335,9804.78309692863,10291.464867101638,11372.197967027509,11557.825479383579,15910.809608309048,14426.118849680019,12367.23322949431,1868.1591651734336,2201.6608717731388,2556.3677582489577,2886.870154475136,2481.658195007712,2511.3396677796745,2581.837765286132
E01000336,8677.850389086843,8949.912795188251,9665.821930137225,9714.762835102827,13694.793355606153,12514.068718649272,11016.866405946634,433.03314325247885,433.6000041772391,420.0198418149462,522.0288326994454,1460.0758400592356,547.2558011961412,598.78891038411
E01000337,8508.085318001897,8695.702992854049,9321.194868436405,9240.642939214322,14853.864693764821,12294.391229085375,10456.0598167549,430.01009730538544,472.57929146958895,519.0511067256541,746.2417898738121,2410.037847838815,780.9479022121478,1071.558433378564
E01000338,8730.029233070913,8942.04914026984,9541.346832371593,9606.801336279997,13189.509101829564,12347.183128607725,10971.350045268202,270.3235843514646,273.44888419033384,284.0388109469226,365.5301226353382,900.1769164841999,534.5907766790292,465.2483301791924
E01000339,8573.818423265046,8818.240036659448,9618.806625048737,9659.071642925644,15158.704409161952,13163.034486974197,11235.335367541886,245.21988232667422,275.2150768846045,314.3253966303524,480.8623967886482,1305.3924531834987,529.8666709379747,573.0414352131523
E01000340,8763.179064555563,9079.358667873927,9950.982663432942,10149.45455567978,14689.788031234873,13496.3092249258,11704.22066441325,311.1679469674934,339.10948944144184,368.7939604920983,562.108299101455,1174.6103792970362,559.3891763843337,594.6768423949826
E01000341,8765.945428010087,9080.46090997234,9935.873196958037,10091.851870540002,14687.073558755024,13437.225310353222,11670.480006795879,269.3386056309994,307.39396852035924,332.57365590435467,525.6647561651988,1513.1560460890987,547.3781642702918,555.7315042568092
E01000342,8537.648959552547,8789.830317675007,9587.614925931593,9607.444437850529,15424.820950292642,13279.732353656767,11210.489729563576,348.31013547665833,394.7741419975511,433.70691632121185,662.5264282211681,1745.3772849562033,726.5765566966778,829.311195352373
E01000343,8643.167344565753,8893.752505021066,9714.375147481194,9759.067299743989,15660.006298992117,13293.705139937148,11273.147475049904,379.67751448594925,449.3835448498067,483.48229718378684,792.6797248965693,2762.4380126392075,881.6588062627198,885.064565463839
E01000344,8645.215509728256,8912.065253860488,9729.454056057322,9881.256012853477,14402.829193470996,13111.890835076027,11412.950413650131,247.28774635296384,278.2811669071707,311.8152293304362,486.82667526952747,1215.8131670535479,481.02999520257686,543.0508349415828
E01000345,8561.087787270657,8809.18270587865,9586.42435563466,9687.363463962376,14822.001400516305,13002.367099738958,11195.621927918428,274.60987470613946,300.43872007279424,337.08779546759405,536.5628891086767,1374.06271990687,595.3228633895861,714.4448493995959
E01000346,8661.632110291222,8879.026225000709,9721.49419937996,9640.230411800369,16372.362360590518,13934.121569125511,11357.19568480466,263.4734814013723,304.45093650478617,311.3196132863356,537.8376901100319,2883.780743963113,1145.0271959296906,559.0649068346385
E01000347,8645.137785871178,8939.474685329531,9744.50022891164,9891.186053404665,14269.311050261842,13117.939969587113,11437.63642725971,259.0786641911302,296.10127898981466,321.15679422413956,479.5181174026822,1208.3645058569402,498.6344143397442,480.56810561154015
E01000348,8435.847784693335,8732.717123705661,9583.582744629673,9600.740390611112,15145.46467446904,12887.849801429513,11000.821556853078,336.90094131537296,380.9430936860136,396.1324480225201,606.4181456451968,1672.8234778568094,581.4673926460899,701.8984845200184
E01000349,8489.25881918688,8773.405549351834,9576.059683946689,9632.6747480654,14645.02483208167,12860.680262647023,11093.708280097871,335.72236168338947,369.79644256305284,417.0403250923842,596.8565055393434,1362.2038860242578,801.8455600457854,799.0157514462022
E01000350,8511.248410222659,8764.251009686197,9584.463777636725,9594.272639944724,15629.189636587054,13216.238284019186,11119.395197338543,278.5171258489122,317.72828948879277,335.58412942207394,589.5560604120518,2477.343897236021,813.2357537894783,604.9093076444785
E01000351,8568.663284457682,8808.798418685976,9620.90307757341,9598.52039537153,15830.200483748062,13343.524003373948,11159.910733250246,363.6467907965076,429.20327276271746,529.0231246597633,792.3531556397764,2547.0653798022927,995.9556427379164,987.9384137333857
E01000352,8686.033453631348,9032.062368203455,9897.82329497003,10057.379442978403,14462.676511107746,13263.42717412476,11538.853023809997,487.0629767657466,559.1026998788296,641.8593100786923,786.8766562571618,1700.7089434085428,1096.9070614604352,821.1072753818208
E01000353,8793.805478897973,9050.276959813145,9819.428013647683,9951.313221251536,14492.125625955321,13087.563961802094,11365.901128959267,260.10240223318357,277.4982172729894,262.2711968834546,446.0069701955899,1325.3250364431153,483.40241369652836,447.1422102913826
E01000354,8676.578397222516,8951.109822854862,9725.681949236054,9824.695280698754,14217.674796303285,12895.892862516877,11230.23623845235,244.30862157349077,269.64652352150364,286.0349672816835,405.6424944869177,1221.691841776203,446.9747568400581,448.65803429115243
E01000355,8630.464085877311,8823.004644497134,9521.786815268353,9455.673889050642,15681.317717837692,12935.485762303379,10810.241733305334,412.6776425843087,458.58443836223034,521.3536751644573,773.989105861226,2495.0302681251533,1129.5337324295006,1009.9947179495092
E01000356,8717.888857713038,9036.347727044526,9865.112275501317,10073.56832854406,13761.658034061715,12878.523512313071,11422.523206377482,278.73636516244306,310.9734908216346,325.4015008149207,474.3484622718512,1140.2066891809839,528.2429781552428,474.75617333118976
E01000357,8625.292298475146,8880.13375359879,9661.746802115384,9793.569863259598,14291.885572592895,12898.050192384086,11223.800245882787,252.4742229588529,253.15546483768964,229.19580674118254,404.3310352922197,1533.899762882376,503.8056976785226,414.5073143640654
E01000358,8686.387078536489,8940.579321797912,9715.02259348404,9808.740273718966,14379.489881427085,12984.116411461378,11277.388065138435,296.2673414732349,317.63847029700815,320.2380129589691,492.8715302647204,1631.8544087727892,625.0792606387186,567.5925553587284
E01000359,8756.015334288197,9040.613061730275,9824.774991865244,9986.849119365235,14128.626699125361,13042.9760627174,11483.005032542555,271.13609024953973,290.7380785292246,293.94987597318817,473.92766324190546,1230.004384831589,461.52495487852605,649.3419295900907
E01000360,8818.347838692556,9166.406552234072,9975.164767698052,10134.739031254783,13686.075700043077,13009.197835709001,11489.377179706195,538.1481245955841,628.7456325608917,739.2110888700666,949.9048982330405,1683.4455880593214,1205.053472175002,951.8848042945114
E01000361,8564.00030757726,8791.58174875605,9558.142684654364,9536.735007543302,15339.81343483232,13216.571746307518,11099.548303316486,285.6089672213816,324.75957809829333,367.864956449657,569.57372377222,2502.292512312635,1368.3164809109114,772.7025850754585
E01000362,8969.596067049542,9368.423921616284,10271.568096841245,10499.477727468358,14208.076850739117,13093.078355476817,11546.327876896314,800.3143578027439,945.4672045073619,1093.2079769961797,1323.2238579565956,1490.9870364976177,1142.6334746888783,1022.460400920007
E01000363,8599.937021051772,8871.095806003857,9681.431864347202,9718.961964611823,15008.776086015827,13301.78840678477,11298.879379728627,352.08245412223135,400.1545890672912,496.17919033032496,652.9190065690672,2236.928394509276,1446.8480585856903,824.920762310295
E01000364,8480.344062016042,8711.02980770606,9458.215952310962,9409.168420465892,15590.536968179187,12906.106144726173,10787.01773140375,346.03541553453283,392.4525767978728,489.9989268840402,688.496949445975,1737.5356168376884,778.0500450831053,873.9568703309133
E01000365,8817.896210927067,9090.833685244721,9909.678011409687,10016.293850027114,14908.435004641222,13730.652830499672,11801.336452703126,610.3085175385884,765.6093841684328,977.3813529912976,1217.9599673395971,2076.4425755764646,2234.221751994714,2109.127606906342
E01000366,8718.575403077315,9005.415163397409,9798.310653183513,9912.399750867666,14009.830553712642,12961.190545395815,11321.945271771821,257.5272542358265,299.02524604019885,324.35879225510627,471.1792756743969,2021.7674155164084,972.0954462727628,522.8073622233884
E01000367,8951.234485004165,9178.647625997171,9905.783743704655,9973.077315858336,14362.995795977664,13135.982087850884,11325.343515043289,274.53493237532723,289.1427515541574,352.65247509055183,490.6175393032308,1781.91131217108,1045.5656847071482,630.3196423029988
E01000368,8940.557577639305,9132.459747153714,9894.671998501437,9894.098194398874,15336.186951275107,13841.516096010746,11626.453648488658,370.3490194811681,366.24221500775536,379.29187081792924,519.3595892394599,2022.7787872154197,1272.9687920449621,616.5875084457969
E01000369,8944.63017718537,9193.821085257207,9951.147084232101,10068.064044326311,14346.617809400113,13489.488105669638,11682.232078207317,458.26718888053523,430.58239903802126,369.98609437507577,494.26807135927106,1283.4101336667413,1136.2919850535525,618.186667886906
E01000370,8661.05596078634,8899.468696711323,9639.073876582825,9668.3199734217,14820.760015771635,12851.661912525633,11009.635579238427,322.9224454486709,374.60163921794873,417.6857849267407,601.9374158563022,1519.7527082735194,633.905109524044,699.1355023347861
E01000371,8867.877075442144,9086.006745579409,9784.106503026309,9882.993300435239,14574.2547639621,13177.36771746784,11385.877218139492,327.15280403127593,343.7892812984956,353.86231873078515,526.8381584125026,1384.1244607205685,565.0089734691239,658.7384379523687
E01000372,8919.307509608356,9122.782338324172,9819.7514556584,9880.395884941423,14634.915827723247,13246.533141754777,11385.775578356273,269.98424171930463,295.5741801136743,331.9043906316829,480.2041279793598,1060.0744298509223,611.6464452697143,589.6677413935314
E01000373,8977.599148123685,9215.667318583952,9889.617498314203,9940.647887420271,14275.392252362493,12928.88292803524,11095.998025092389,380.93585590608166,450.9571435446398,553.1425128058455,714.1255056732779,1778.8264221649272,1020.3843662399503,833.8405279432892
E01000374,9307.275759453465,9797.624245868685,10913.403025688418,11061.85400761827,16064.336481284316,14055.608438074221,12022.522640716852,1488.0485827567136,1767.5700694887128,2110.72113544822,2488.3603991066016,2567.0691955864927,1768.005749398779,1887.344519484458
E01000375,8922.090349092454,9338.3252662088,10370.471559928195,10431.975102936418,15584.659117689793,13395.874589522806,11525.01495776693,1219.3660985448043,1495.3787001390363,1856.1267873903003,2224.052262932419,2692.4003941822366,2363.8056514082036,2500.0462973290555
E01000376,8904.912287002397,9136.135337846383,9989.657309243326,9967.138830875261,16097.720798296012,14590.838211245551,11977.107764952674,422.2762807599597,496.6611509971513,621.4825302895027,772.753795997825,2284.032633403035,1748.8145734105494,1031.4740815027849
E01000377,8786.735470431468,8948.4652031878,9717.299392740093,9604.73873741153,16255.755783375778,13981.477215098263,11356.549823422083,270.6854770777423,303.118635476052,386.92382175173526,540.1768698750944,2514.7592575580834,1481.8275021687277,830.3168908021698
E01000379,8367.370864514245,8636.277270410097,9435.677079511737,9384.413056240857,14834.893902832378,12556.20093391742,10680.519210096038,323.2282537303336,362.9225419515102,396.24039075651723,598.3394243469149,1588.9208824204147,691.372313883272,768.7805864340365
E01000380,8888.396988043214,9127.437168449345,9901.216103224924,9954.215499353191,14744.189147777499,13512.961716837304,11523.839525677846,355.0197744993539,351.23075660170286,389.4776408195792,581.8024334914364,2208.8985655548813,1340.8600682893778,631.8334072522117
E01000381,8360.727865170022,8513.442151405556,9308.458023646648,8994.965940465469,18171.707813422494,13513.722679015293,10564.586716053745,421.19798139519526,472.05886538371607,616.0058160511182,800.3049036054779,2526.0852151841186,1682.3939018925403,1370.7740672596942
E01000382,8467.158893944827,8678.930623488044,9543.588233492865,9350.89398133677,17564.247765831773,13568.19984739397,10890.144077322255,472.1961010268101,576.5720023214088,642.5649853285004,851.869637425893,3472.90654725054,1240.9663025552318,958.3921320786759
E01000383,8408.428197562105,8564.68658617625,9458.255828208536,9124.643017411496,18317.31360556082,14013.03831546282,10820.093954440077,400.35820598887767,438.8775926551979,629.9159576119284,775.2273117767844,2413.3779540583696,1861.7159520233895,1325.136690338712
E01000384,8423.782657865191,8670.501019325518,9503.741336782561,9411.816399931124,15941.959612222532,13087.207709028513,10957.730007263477,330.4526040227858,395.087289200878,491.2251147885108,656.8476384454915,2591.530692163949,877.4397101844829,786.1791687093066
E01000385,8932.523763850322,9336.892038678627,10325.282142592023,10351.585364984705,16193.441201416874,13564.293210042657,11532.26531783359,1355.6921779557222,1612.2423248713014,1900.035146752788,2214.6647386953505,2956.41556083873,1669.5535454305632,1826.1073645291424
E01000386,8798.2162400962,9186.573496569546,10246.874959514593,10157.706924378832,17004.38860207111,13885.062104897559,11458.548151015319,1172.56671195446,1419.9850191172907,1670.8132027490517,2007.1997413110669,3161.0015536445662,1583.495116102418,1438.2663744504064
E01000387,8563.249123794509,8844.156168467842,9678.539791987372,9734.669000507476,15324.390212276112,13305.434252484689,11343.922388478015,432.49052263031274,476.1670621523833,538.0776726763281,747.808724158619,1534.894313980157,809.2803353089932,948.8670582328364
E01000388,8643.642807454333,8877.466024230149,9671.334268193375,9622.2470075457,16183.861597551973,13669.247967678386,11196.65322866988,363.08823915340736,453.2289536251075,588.7885675312475,808.1196015327569,2727.9711018182534,1639.9002657038745,1022.8610419599402
E01000389,8609.631724786179,8830.825145826331,9618.048271802834,9574.728558171539,15619.99891520063,13346.99630034336,11098.180835969775,317.2661049001658,351.7554127565601,408.07829164547394,576.6636469919157,2306.2795236272327,1342.38658438103,767.2322253485045
E01000390,8596.531207249614,8803.466209003751,9573.052140126745,9522.285606338462,15357.09060033438,13380.364037457844,10967.089032584885,345.94830359650155,391.89435217655586,577.6124083161063,747.7153219712005,3476.1474701537145,2764.735888181022,1480.2109579428195
E01000391,8648.791733164247,8889.41859493988,9718.926624046064,9748.65305520465,16253.649089324614,14092.145413960401,11386.690357795598,377.30653207643945,428.77067568553616,528.2218622766,760.2021931514837,2504.9466873429524,2077.69369932164,1124.4101205607083
E01000392,8889.407130689431,9285.470056040365,10128.856071918855,10354.455515029422,13648.575301931605,12915.965857477611,11501.138778691793,873.0090708071946,1031.647652605033,1172.7976831963713,1328.0978006510393,1515.127071421669,1138.9840362429184,1013.0239199645134
E01000393,8725.001461118924,9035.869192824925,9854.527265720597,9974.641429949928,14115.317263834022,13084.893838588298,11400.353015614954,368.2690259070497,429.3828631389524,526.0022908441701,617.6507091572571,1652.6219193328404,1017.1466979176108,610.5404549563245
E01000394,8606.891675964807,8899.511743812833,9680.15598055005,9809.275731571615,13677.928790655638,12631.166323878173,11179.53192480419,322.8737480068235,364.2974474283144,386.3008503398425,508.2945285890345,1195.2000338937276,606.4965392324216,546.083472358902
E01000395,8776.680676033217,9058.470931401092,9929.480473366744,10110.888795842453,15380.233827222191,14065.288106259139,11766.806592897594,357.7449054655361,397.4051966567135,470.22981781334806,701.041774612898,2205.54857584666,2027.2667292254675,1120.6778909322995
E01000396,8746.444277543287,9027.348052595245,9847.230057271408,9957.073727618204,14735.64454677787,13217.51919201436,11430.174703702647,367.6759812476273,391.3749178725103,397.8100960340978,571.7231773220901,1141.0622618243967,487.3776372713619,573.2035739333076
E01000398,8770.464919977965,8985.369293015132,9729.47038246676,9736.504978455574,15014.49166578863,13285.22389709223,11367.219464229236,289.6198996913035,307.9541284089451,314.94624704938224,478.4933919789983,2024.579141297485,664.2503836430581,595.9958591092636
E01000399,8645.786884912559,8900.227814464914,9706.04125873624,9758.662454363637,15044.348317006794,13223.046361784569,11284.188179063754,328.6844384623992,349.3378739036558,355.6481117662588,544.4859303143253,2034.3254444704003,911.5561862420378,608.3250672668499
E01000400,8675.671953532445,8929.251144224518,9725.7544369012,9802.72021914338,14608.460110608741,13131.536382550186,11321.067253945725,303.3790180191774,301.3555202983206,309.1385687515082,469.32540287569617,1864.4451797476554,971.8944992257858,636.4826050946684
E01000401,8649.881302550082,8941.170036271218,9736.418022476098,9822.812237093629,14211.910926401162,12818.268184826586,11199.11823047843,346.2495148624792,389.2848428243904,393.240324321532,566.8934256748857,1306.8156867900366,660.9053476718457,700.2416952302859
E01000402,8920.706895803158,9089.489066436327,9778.904746512731,9746.24700994961,15495.485024898828,13751.608548005146,11448.861626666241,556.1385050948319,616.2655266836508,710.3105770090976,892.6259433688065,2286.899651056987,1528.61397259227,1008.3187095223938
E01000403,9012.19066512646,9377.252245901924,10218.948127841271,10366.815153313522,14031.186801252787,13029.862296273805,11445.195202294937,824.3324778406023,976.5626453080789,1162.3062717192995,1370.753141453555,1985.2280777222345,1634.9845883650648,1298.3327689230323
E01000404,8854.744592496247,9109.994218648086,9822.165217864547,9942.77581289174,13598.335925596719,12581.683735644843,11184.662598706422,373.1384670452897,386.8928889460976,435.46341150269785,579.9831109326647,994.0315593433321,702.9773803338874,674.8689743180623
